"spkid","full_name","name","diameter","e","a","q","i","om","w","ma","albedo","n","epoch"
20018882," 18882 (1999 YN4)",,,0.2320,1.685,1.294,36.81,291.67,242.69,49.89,,0.4505,2460600.5
20019356," 19356 (1997 GH3)",,0.91,0.5576,2.512,1.111,3.01,186.48,334.13,354.22,0.34,0.2476,2460600.5
20019764," 19764 (2000 NF5)",,1.572,0.4428,2.235,1.245,1.33,281.40,9.75,106.69,0.342,0.295,2460600.5
20020086," 20086 (1994 LW)",,,0.6253,3.176,1.190,21.79,237.14,57.78,116.25,,0.1741,2460600.5
20020236," 20236 (1998 BZ7)",,,0.5610,2.034,0.893,6.51,111.23,104.58,42.72,,0.3399,2460600.5
20020255," 20255 (1998 FX2)",,,0.4922,2.151,1.092,9.96,180.93,17.56,144.77,,0.3125,2460600.5
20020425," 20425 (1998 VD35)",,,0.4764,1.565,0.819,6.99,227.25,296.32,32.70,,0.5035,2460600.5
20020429," 20429 (1998 YN1)",,,0.4642,1.556,0.834,6.30,61.73,147.72,42.37,,0.5078,2460600.5
20020460," 20460 Robwhiteley (1999 LO28)",Robwhiteley,2.716,0.4116,1.877,1.104,33.95,279.99,283.75,343.48,0.199,0.3833,2460600.5
20020790," 20790 (2000 SE45)",,,0.5561,2.753,1.222,8.29,302.85,168.95,80.23,,0.2158,2460600.5
20020826," 20826 (2000 UV13)",,3.687,0.6362,2.418,0.880,31.92,347.28,198.70,93.36,0.123,0.2621,2460600.5
20021088," 21088 Chelyabinsk (1992 BL2)",Chelyabinsk,2.793,0.2384,1.706,1.300,38.45,297.83,27.16,28.40,0.206,0.4421,2460600.5
20021277," 21277 (1996 TO5)",,,0.5204,2.378,1.141,20.95,167.35,250.16,206.86,,0.2687,2460600.5
20021374," 21374 (1997 WS22)",,,0.1207,1.269,1.116,23.98,59.19,197.28,89.26,,0.6891,2460600.5
20022099," 22099 (2000 EX106)",,0.524,0.2762,1.104,0.799,9.85,136.43,186.56,320.17,0.444,0.8491,2460600.5
20022753," 22753 (1998 WT)",,,0.5699,1.219,0.524,3.20,307.36,324.80,165.33,,0.7324,2460600.5
20022771," 22771 (1999 CU3)",,,0.5243,1.576,0.750,11.40,338.91,305.83,256.93,,0.4982,2460600.5
20023183," 23183 (2000 OY21)",,1.098,0.4009,1.824,1.093,40.97,119.63,301.48,239.12,0.640,0.4,2460600.5
20023187," 23187 (2000 PN9)",,,0.5893,1.847,0.759,51.33,164.29,293.53,167.50,,0.3926,2460600.5
20023548," 23548 (1994 EF2)",,,0.5180,2.289,1.104,23.44,345.85,124.29,313.15,,0.2846,2460600.5
20023606," 23606 (1996 AS1)",,0.866,0.3611,1.75,1.118,14.36,296.61,357.59,350.36,0.123,0.4257,2460600.5
20023714," 23714 (1998 EC3)",,,0.5162,2.13,1.031,8.41,127.61,129.34,164.63,,0.317,2460600.5
20024443," 24443 (2000 OG)",,,0.8224,2.311,0.410,25.74,178.08,231.22,307.38,,0.2806,2460600.5
20024445," 24445 (2000 PM8)",,,0.5459,2.211,1.004,23.78,203.16,219.08,119.45,,0.2998,2460600.5
20024475," 24475 (2000 VN2)",,,0.4415,1.975,1.103,14.63,76.40,32.69,213.81,,0.3551,2460600.5
20024761," 24761 Ahau (1993 BW2)",Ahau,,0.3058,1.335,0.927,21.92,121.04,287.55,245.98,,0.6391,2460600.5
20025143," 25143 Itokawa (1998 SF36)",Itokawa,0.33,0.2803,1.324,0.953,1.62,69.08,162.82,142.57,,0.6469,2460600.5
20025330," 25330 (1999 KV4)",,3.21,0.3708,1.541,0.969,14.33,50.52,86.10,129.11,0.052,0.5154,2460600.5
20025916," 25916 (2001 CP44)",,5.683,0.4991,2.559,1.282,15.76,94.64,199.69,186.18,0.177,0.2408,2460600.5
20026166," 26166 (1995 QN3)",,,0.6445,3.302,1.174,14.79,185.70,62.87,331.54,,0.1642,2460600.5
20026310," 26310 (1998 TX6)",,,0.4690,2.139,1.136,5.38,210.82,98.89,143.89,,0.315,2460600.5
20026379," 26379 (1999 HZ1)",,,0.5763,1.606,0.681,8.68,252.10,200.60,239.86,,0.4842,2460600.5
20026663," 26663 (2000 XK47)",,,0.4717,1.546,0.817,13.53,303.59,231.23,108.78,,0.5127,2460600.5
20026760," 26760 (2001 KP41)",,5.400,0.5571,2.853,1.264,11.02,146.26,155.16,289.19,0.042,0.2045,2460600.5
20026817," 26817 (1987 QB)",,1.172,0.5938,2.804,1.139,3.50,153.19,156.55,336.97,0.027,0.2099,2460600.5
20027002," 27002 (1998 DV9)",,,0.4333,1.744,0.988,8.70,130.34,0.82,203.62,,0.428,2460600.5
20027031," 27031 (1998 RO4)",,,0.4256,2.139,1.229,5.35,191.80,111.88,142.56,,0.315,2460600.5
20027346," 27346 (2000 DN8)",,1.802,0.3990,1.875,1.127,36.95,135.19,269.29,295.12,0.256,0.3838,2460600.5
20029075," 29075 (1950 DA)",,1.3,0.5077,1.699,0.836,12.16,356.59,224.76,223.31,0.070,0.4451,2460600.5
20030825," 30825 (1990 TG1)",,,0.6812,2.436,0.777,8.74,205.02,33.67,40.46,,0.2592,2460600.5
20030997," 30997 (1995 UO5)",,,0.6432,1.56,0.556,36.26,38.62,151.17,206.27,,0.506,2460600.5
20031210," 31210 (1998 BX7)",,,0.5022,2.606,1.297,8.96,144.89,271.42,157.48,,0.2343,2460600.5
20031221," 31221 (1998 BP26)",,,0.2570,1.723,1.280,20.22,331.02,186.76,284.97,,0.4357,2460600.5
20031345," 31345 (1998 PG)",,,0.3915,2.016,1.226,6.50,222.69,156.23,30.83,,0.3444,2460600.5
20031346," 31346 (1998 PB1)",,,0.4297,2.03,1.158,5.96,299.71,350.49,28.40,,0.3407,2460600.5
20031662," 31662 (1999 HP11)",,,0.5479,1.597,0.722,18.82,13.94,312.03,158.87,,0.4882,2460600.5
20031669," 31669 (1999 JT6)",,,0.5776,2.137,0.903,9.54,78.77,39.10,97.39,,0.3154,2460600.5
20032906," 32906 (1994 RH)",,,0.4404,2.247,1.258,18.94,331.14,92.38,302.67,,0.2925,2460600.5
20033342," 33342 (1998 WT24)",,0.432,0.4177,0.7187,0.419,7.37,81.66,167.52,27.50,0.654,1.618,2460600.5
20034613," 34613 (2000 UR13)",,,0.3869,2.07,1.269,6.17,315.25,286.22,140.35,,0.331,2460600.5
20035107," 35107 (1991 VH)",,0.929,0.1442,1.137,0.973,13.91,139.34,206.96,100.55,0.408,0.8126,2460600.5
20035396," 35396 (1997 XF11)",,0.704,0.4837,1.442,0.745,4.10,213.65,103.04,272.13,0.772,0.5691,2460600.5
20035432," 35432 (1998 BG9)",,,0.5456,2.501,1.136,13.15,115.32,1.60,259.41,,0.2493,2460600.5
20035670," 35670 (1998 SU27)",,,0.5964,2.122,0.857,7.14,271.33,169.85,130.45,,0.3188,2460600.5
20036017," 36017 (1999 ND43)",,,0.3143,1.523,1.045,5.55,332.07,52.13,110.68,,0.5242,2460600.5
20036183," 36183 (1999 TX16)",,2.339,0.3324,1.551,1.036,38.22,54.64,311.22,8.46,0.089,0.5101,2460600.5
20036236," 36236 (1999 VV)",,,0.4238,1.333,0.768,58.04,241.07,19.79,200.50,,0.6408,2460600.5
20036284," 36284 (2000 DM8)",,,0.5538,1.484,0.662,46.76,323.15,317.96,128.39,,0.545,2460600.5
20037336," 37336 (2001 RM)",,,0.4831,2.254,1.165,36.67,223.64,118.03,309.55,,0.2913,2460600.5
20037638," 37638 (1993 VB)",,,0.5199,1.913,0.918,5.08,145.56,323.20,236.56,,0.3725,2460600.5
20037655," 37655 Illapa (1994 PM)",Illapa,,0.7525,1.478,0.366,18.03,139.52,303.90,254.99,,0.5486,2460600.5
20038071," 38071 (1999 GU3)",,,0.5075,2.089,1.029,12.74,195.49,8.81,162.10,,0.3263,2460600.5
20038086," 38086 Beowulf (1999 JB)",Beowulf,0.643,0.5661,1.42,0.616,23.67,165.32,178.97,316.82,0.469,0.5823,2460600.5
20038091," 38091 (1999 JT3)",,2.517,0.4012,2.17,1.299,9.33,64.82,225.04,306.59,0.092,0.3084,2460600.5
20038239," 38239 (1999 OR3)",,,0.5757,2.036,0.864,9.40,199.79,28.50,269.10,,0.3392,2460600.5
20039565," 39565 (1992 SL)",,,0.3342,1.642,1.093,8.60,0.94,344.80,95.99,,0.4685,2460600.5
20039572," 39572 (1993 DQ1)",,1.554,0.4927,2.036,1.033,10.03,313.50,344.85,205.80,0.184,0.3392,2460600.5
20039796," 39796 (1997 TD)",,2.131,0.4677,2.251,1.198,12.91,158.94,171.01,10.19,0.205,0.2919,2460600.5
20040263," 40263 (1999 FQ5)",,0.954,0.1611,1.495,1.254,25.84,172.81,198.71,151.82,0.177,0.5393,2460600.5
20040267," 40267 (1999 GJ4)",,1.641,0.8084,1.339,0.256,34.48,148.21,211.96,36.46,0.214,0.6363,2460600.5
20040329," 40329 (1999 ML)",,,0.4548,2.265,1.235,2.52,210.91,112.01,140.14,,0.2891,2460600.5
20041429," 41429 (2000 GE2)",,0.204,0.5553,1.593,0.708,2.17,351.91,297.20,42.91,0.267,0.4903,2460600.5
20041440," 41440 (2000 HZ23)",,,0.2114,1.576,1.243,15.11,64.04,200.04,105.23,,0.4984,2460600.5
20042286," 42286 (2001 TN41)",,,0.3917,1.419,0.863,24.08,55.82,150.95,108.64,,0.5829,2460600.5
20048603," 48603 (1995 BC2)",,0.844,0.4299,1.918,1.093,5.03,328.22,81.81,102.88,0.227,0.3711,2460600.5
20052340," 52340 (1992 SY)",,,0.5477,2.212,1.000,8.08,5.24,116.34,218.94,,0.2997,2460600.5
20052381," 52381 (1993 HA)",,,0.1441,1.278,1.094,7.73,183.25,263.85,39.29,,0.6821,2460600.5
20052387," 52387 Huitzilopochtli (1993 OM7)",Huitzilopochtli,0.890,0.1896,1.282,1.039,24.15,297.57,195.54,344.42,0.171,0.6789,2460600.5
20052689," 52689 (1998 FF2)",,,0.2923,1.562,1.105,10.98,4.66,265.16,163.36,,0.5049,2460600.5
20052750," 52750 (1998 KK17)",,1.059,0.5249,1.427,0.678,11.17,141.31,334.15,226.92,0.471,0.5783,2460600.5
20052760," 52760 (1998 ML14)",,1.0,0.6233,2.409,0.907,2.43,338.68,20.37,347.09,,0.2636,2460600.5
20052761," 52761 (1998 MN14)",,,0.2242,1.555,1.206,19.49,258.97,350.50,221.39,,0.5084,2460600.5
20052762," 52762 (1998 MT24)",,6.742,0.6530,2.416,0.838,33.86,308.94,254.53,29.20,0.051,0.2624,2460600.5
20052768," 52768 (1998 OR2)",,1.75,0.5755,2.38,1.010,5.88,26.94,174.59,81.21,,0.2685,2460600.5
20053110," 53110 (1999 AR7)",,,0.2144,1.644,1.292,40.63,85.42,58.21,35.50,,0.4674,2460600.5
20053319," 53319 (1999 JM8)",,7.,0.6414,2.724,0.977,13.84,133.62,166.80,228.77,,0.2193,2460600.5
20053409," 53409 (1999 LU7)",,,0.6282,2.101,0.781,10.88,206.68,147.77,84.64,,0.3237,2460600.5
20053426," 53426 (1999 SL5)",,,0.5391,1.923,0.886,22.77,239.06,43.36,167.90,,0.3696,2460600.5
20053429," 53429 (1999 TF5)",,,0.6410,2.022,0.726,26.78,199.16,64.09,281.57,,0.3429,2460600.5
20053430," 53430 (1999 TY16)",,1.233,0.4035,2.099,1.252,60.41,241.92,156.95,90.24,0.266,0.3242,2460600.5
20053435," 53435 Leonard (1999 VM40)",Leonard,,0.4833,2.31,1.194,15.35,51.35,354.47,49.36,,0.2806,2460600.5
20053550," 53550 (2000 BF19)",,,0.4196,1.495,0.868,7.17,313.14,324.95,67.25,,0.539,2460600.5
20053789," 53789 (2000 ED104)",,0.843,0.2692,1.371,1.002,40.78,190.02,218.35,236.89,0.222,0.6142,2460600.5
20054071," 54071 (2000 GQ146)",,,0.1973,1.329,1.067,23.44,36.34,128.31,32.86,,0.6432,2460600.5
20054401," 54401 (2000 LM)",,1.189,0.2624,1.711,1.262,18.95,240.84,67.06,297.05,0.181,0.4405,2460600.5
20054509," 54509 YORP (2000 PH5)",YORP,,0.2300,1.006,0.775,1.60,278.19,279.00,99.36,,0.977,2460600.5
20054660," 54660 (2000 UJ1)",,,0.2807,1.477,1.062,46.69,223.71,158.03,127.34,,0.5493,2460600.5
20054686," 54686 (2001 DU8)",,1.349,0.3419,1.777,1.169,33.21,161.69,265.90,47.38,0.244,0.4162,2460600.5
20054690," 54690 (2001 EB)",,,0.2564,1.63,1.212,35.36,33.51,99.60,155.05,,0.4738,2460600.5
20054789," 54789 (2001 MZ7)",,1.567,0.2872,1.776,1.266,24.46,130.05,20.04,65.45,0.856,0.4164,2460600.5
20055408," 55408 (2001 TC2)",,0.461,0.2245,1.1,0.853,30.39,193.83,353.55,206.45,0.342,0.8545,2460600.5
20055532," 55532 (2001 WG2)",,1.306,0.6957,1.794,0.546,38.55,81.40,132.40,134.29,0.376,0.4101,2460600.5
20065674," 65674 (1988 SM)",,,0.3440,1.665,1.092,10.95,0.87,313.26,304.70,,0.4589,2460600.5
20065679," 65679 (1989 UQ)",,0.918,0.2647,0.9148,0.673,1.30,178.08,15.01,195.92,0.033,1.126,2460600.5
20065690," 65690 (1991 DG)",,,0.3632,1.428,0.909,11.14,180.10,63.37,212.30,,0.5777,2460600.5
20065706," 65706 (1992 NA)",,,0.5554,2.398,1.066,9.63,349.19,8.74,237.11,,0.2655,2460600.5
20065717," 65717 (1993 BX3)",,,0.2810,1.395,1.003,2.81,174.75,290.95,104.62,,0.5979,2460600.5
20065733," 65733 (1993 PC)",,,0.4743,1.154,0.607,4.14,336.90,168.72,235.98,,0.7947,2460600.5
20065803," 65803 Didymos (1996 GT)",Didymos,0.78,0.3833,1.643,1.013,3.41,72.99,319.60,339.93,,0.4682,2460600.5
20065909," 65909 (1998 FH12)",,,0.5397,1.091,0.502,3.56,108.59,284.51,196.93,,0.8648,2460600.5
20065996," 65996 (1998 MX5)",,,0.6048,2.935,1.160,9.56,265.23,57.17,83.66,,0.196,2460600.5
20066008," 66008 (1998 QH2)",,1.484,0.3627,1.426,0.909,61.00,168.93,14.01,270.26,0.319,0.5787,2460600.5
20066063," 66063 (1998 RO1)",,,0.7200,0.991,0.277,22.69,351.84,151.16,66.66,,0.9991,2460600.5
20066146," 66146 (1998 TU3)",,2.864,0.4838,0.7875,0.407,5.41,101.97,84.91,230.70,0.224,1.41,2460600.5
20066251," 66251 (1999 GJ2)",,1.222,0.1979,1.536,1.232,11.28,196.19,142.54,25.17,0.187,0.518,2460600.5
20066253," 66253 (1999 GT3)",,,0.8379,1.334,0.216,19.50,157.34,261.13,243.40,,0.6396,2460600.5
20066272," 66272 (1999 JW6)",,0.808,0.1433,1.508,1.292,51.32,66.38,68.40,343.38,0.400,0.5325,2460600.5
20066391," 66391 Moshup (1999 KW4)",Moshup,1.317,0.6884,0.6424,0.200,38.88,244.90,192.65,296.90,,1.914,2460600.5
20066400," 66400 (1999 LT7)",,0.411,0.5726,0.8554,0.366,9.06,79.80,341.41,247.27,0.182,1.246,2460600.5
20066407," 66407 (1999 LQ28)",,,0.1201,1.198,1.055,21.77,94.98,320.56,327.62,,0.7512,2460600.5
20066959," 66959 (1999 XO35)",,,0.5657,2.538,1.102,20.62,81.89,293.48,72.13,,0.2437,2460600.5
20067367," 67367 (2000 LY27)",,,0.2127,1.308,1.030,9.02,264.51,184.84,248.94,,0.6585,2460600.5
20067381," 67381 (2000 OL8)",,,0.5430,1.321,0.604,10.67,294.84,266.96,38.01,,0.6495,2460600.5
20067399," 67399 (2000 PJ6)",,,0.3462,1.301,0.851,14.69,332.86,225.33,206.30,,0.664,2460600.5
20068031," 68031 (2000 YK29)",,,0.1286,1.376,1.199,15.17,123.63,31.92,215.84,,0.6103,2460600.5
20068063," 68063 (2000 YJ66)",,2.301,0.4576,2.334,1.266,5.72,308.82,50.39,308.20,0.211,0.2765,2460600.5
20068216," 68216 (2001 CV26)",,0.994,0.3267,1.32,0.889,17.99,18.13,48.74,301.79,0.449,0.65,2460600.5
20068267," 68267 (2001 EA16)",,0.875,0.4273,1.51,0.865,38.83,8.00,317.44,163.23,0.401,0.5314,2460600.5
20068278," 68278 (2001 FC7)",,0.942,0.1143,1.436,1.272,2.62,99.04,234.60,107.98,0.087,0.5728,2460600.5
20068346," 68346 (2001 KZ66)",,0.736,0.4166,1.507,0.879,16.70,219.37,140.29,133.79,0.291,0.5326,2460600.5
20068347," 68347 (2001 KB67)",,,0.3799,0.9616,0.596,17.13,245.86,243.82,352.38,,1.045,2460600.5
20068348," 68348 (2001 LO7)",,3.512,0.8410,2.155,0.343,25.37,236.22,181.66,52.81,0.299,0.3116,2460600.5
20068350," 68350 (2001 MK3)",,1.794,0.2474,1.67,1.257,29.57,128.84,328.54,128.57,0.219,0.4568,2460600.5
20068359," 68359 (2001 OZ13)",,,0.1743,1.517,1.253,9.86,99.20,29.21,332.89,,0.5273,2460600.5
20068372," 68372 (2001 PM9)",,,0.4160,1.618,0.945,8.11,252.96,322.33,157.97,,0.4789,2460600.5
20068548," 68548 (2001 XR31)",,1.182,0.4368,1.707,0.961,22.72,302.02,24.71,186.50,0.289,0.4419,2460600.5
20068950," 68950 (2002 QF15)",,1.650,0.3443,1.057,0.693,25.15,236.21,255.57,54.57,0.178,0.9069,2460600.5
20069230," 69230 Hermes (1937 UB)",Hermes,,0.6239,1.655,0.622,6.07,34.05,92.90,279.39,,0.463,2460600.5
20085182," 85182 (1991 AQ)",,1.1,0.7777,2.22,0.494,3.12,339.40,243.23,59.27,0.242,0.2979,2460600.5
20085184," 85184 (1991 JG1)",,,0.1844,1.374,1.121,33.88,226.38,322.78,300.45,,0.6119,2460600.5
20085236," 85236 (1993 KH)",,,0.3110,1.234,0.850,12.81,54.36,293.82,252.62,,0.7192,2460600.5
20085275," 85275 (1994 LY)",,2.506,0.4420,1.891,1.055,17.71,141.14,202.87,207.94,0.093,0.3791,2460600.5
20085490," 85490 (1997 SE5)",,,0.6601,3.764,1.279,2.58,247.54,94.25,275.72,,0.135,2460600.5
20085585," 85585 Mjolnir (1998 FG2)",Mjolnir,,0.3563,1.298,0.835,4.08,2.31,95.42,37.53,,0.6669,2460600.5
20085628," 85628 (1998 KV2)",,0.775,0.3314,1.592,1.065,13.03,66.73,50.59,141.97,0.461,0.4905,2460600.5
20085640," 85640 (1998 OX4)",,,0.4859,1.58,0.812,4.52,299.57,117.30,15.27,,0.4961,2460600.5
20085709," 85709 (1998 SG36)",,2.230,0.3374,1.646,1.091,24.83,186.56,29.81,262.00,0.141,0.4667,2460600.5
20085713," 85713 (1998 SS49)",,3.484,0.6388,1.923,0.695,10.79,40.95,103.13,239.57,0.076,0.3695,2460600.5
20085770," 85770 (1998 UP1)",,,0.3452,0.9977,0.653,33.18,18.33,234.23,117.08,,0.989,2460600.5
20085774," 85774 (1998 UT18)",,0.939,0.3288,1.403,0.942,13.59,64.62,50.15,178.64,0.042,0.5932,2460600.5
20085804," 85804 (1998 WQ5)",,2.272,0.3543,1.721,1.111,27.66,285.68,269.88,71.26,0.167,0.4365,2460600.5
20085818," 85818 (1998 XM4)",,2.028,0.4160,1.657,0.968,62.72,235.64,301.22,306.51,0.168,0.4622,2460600.5
20085839," 85839 (1998 YO4)",,1.140,0.2481,1.654,1.243,9.32,28.51,199.67,271.64,0.405,0.4635,2460600.5
20085867," 85867 (1999 BY9)",,,0.3021,1.83,1.277,0.95,254.12,287.87,103.83,,0.3981,2460600.5
20085938," 85938 (1999 DJ4)",,,0.4846,1.853,0.955,9.14,19.87,197.79,41.94,,0.3909,2460600.5
20085953," 85953 (1999 FK21)",,0.59,0.7030,0.7388,0.219,12.60,180.45,172.42,358.20,0.32,1.552,2460600.5
20085989," 85989 (1999 JD6)",,1.462,0.6329,0.8831,0.324,17.07,130.15,309.25,338.43,0.056,1.188,2460600.5
20085990," 85990 (1999 JV6)",,0.451,0.3111,1.008,0.695,5.36,124.30,235.57,312.19,0.095,0.9733,2460600.5
20086039," 86039 (1999 NC43)",,2.22,0.5789,1.76,0.741,7.13,311.62,120.81,217.35,0.14,0.4221,2460600.5
20086067," 86067 (1999 RM28)",,1.245,0.3236,1.817,1.229,30.55,136.04,301.86,32.99,0.314,0.4024,2460600.5
20086324," 86324 (1999 WA2)",,2.102,0.4346,1.967,1.112,34.60,293.64,75.33,60.76,0.191,0.3574,2460600.5
20086326," 86326 (1999 WK13)",,1.348,0.3627,1.844,1.176,34.31,78.44,312.61,350.00,0.098,0.3935,2460600.5
20086450," 86450 (2000 CK33)",,,0.4148,0.968,0.567,18.11,124.84,215.60,76.04,,1.035,2460600.5
20086666," 86666 (2000 FL10)",,1.165,0.4271,1.463,0.838,29.01,186.91,258.87,1.21,0.228,0.5569,2460600.5
20086667," 86667 (2000 FO10)",,0.745,0.5946,0.8594,0.348,14.29,208.30,172.49,94.23,0.349,1.237,2460600.5
20086819," 86819 (2000 GK137)",,0.802,0.5059,1.995,0.986,10.06,164.88,150.30,212.48,0.301,0.3497,2460600.5
20086829," 86829 (2000 GR146)",,1.823,0.5750,1.463,0.622,14.37,78.46,31.41,353.40,0.232,0.5572,2460600.5
20086878," 86878 (2000 HD24)",,,0.6186,1.342,0.512,9.47,230.99,214.92,314.19,,0.6343,2460600.5
20087024," 87024 (2000 JS66)",,,0.1898,1.197,0.970,14.43,230.50,84.94,157.59,,0.7529,2460600.5
20087025," 87025 (2000 JT66)",,,0.4835,1.226,0.633,25.32,120.49,359.61,46.30,,0.7256,2460600.5
20087309," 87309 (2000 QP)",,0.568,0.4631,0.8475,0.455,34.74,294.27,188.17,229.25,0.499,1.263,2460600.5
20087311," 87311 (2000 QJ1)",,1.948,0.5121,1.59,0.776,7.70,191.42,343.53,132.63,0.142,0.4915,2460600.5
20087684," 87684 (2000 SY2)",,,0.6428,0.8587,0.307,19.22,162.01,47.81,182.98,,1.239,2460600.5
20088188," 88188 (2000 XH44)",,1.371,0.3910,2.008,1.223,11.34,340.12,195.38,82.77,0.374,0.3463,2460600.5
20088213," 88213 (2001 AF2)",,0.912,0.5952,0.954,0.386,17.81,114.25,194.99,314.29,0.028,1.058,2460600.5
20088254," 88254 (2001 FM129)",,0.800,0.6296,1.182,0.438,1.52,272.11,140.23,166.57,0.252,0.7666,2460600.5
20088263," 88263 (2001 KQ1)",,5.748,0.4326,2.097,1.190,38.79,232.82,241.58,319.85,0.037,0.3247,2460600.5
20088264," 88264 (2001 KN20)",,,0.4526,2.148,1.176,12.08,104.92,201.46,138.78,,0.3131,2460600.5
20088710," 88710 (2001 SL9)",,0.760,0.2701,1.061,0.775,21.90,202.83,329.36,243.30,0.281,0.9012,2460600.5
20088959," 88959 (2001 TZ44)",,,0.5635,1.724,0.752,53.83,38.96,114.92,18.09,,0.4356,2460600.5
20089136," 89136 (2001 US16)",,,0.2530,1.356,1.013,1.91,175.90,67.20,332.59,,0.6243,2460600.5
20089355," 89355 (2001 VS78)",,2.038,0.3086,1.787,1.235,22.66,103.04,85.04,164.77,0.246,0.4127,2460600.5
20089830," 89830 (2002 CE)",,5.067,0.5070,2.078,1.024,43.65,19.90,5.84,253.27,0.079,0.3291,2460600.5
20089958," 89958 (2002 LY45)",,,0.8864,1.642,0.186,9.91,188.16,222.94,186.10,,0.4685,2460600.5
20089959," 89959 (2002 NT7)",,1.407,0.5284,1.735,0.818,42.36,132.00,300.71,206.61,0.224,0.4311,2460600.5
20090075," 90075 (2002 VU94)",,2.233,0.5755,2.136,0.907,8.91,226.73,30.77,128.37,0.294,0.3156,2460600.5
20090147," 90147 (2002 YK14)",,,0.3316,1.474,0.985,28.00,282.69,105.07,80.67,,0.5506,2460600.5
20090367," 90367 (2003 LC5)",,1.748,0.4263,1.156,0.663,16.88,86.82,313.86,332.13,0.048,0.7934,2460600.5
20090373," 90373 (2003 SZ219)",,,0.2046,1.627,1.294,9.87,189.40,218.74,36.65,,0.475,2460600.5
20090403," 90403 (2003 YE45)",,0.572,0.2802,1.234,0.889,19.01,286.23,306.85,341.08,0.493,0.7186,2460600.5
20090416," 90416 (2003 YK118)",,0.968,0.4924,1.695,0.860,7.83,326.76,233.29,117.11,0.062,0.4467,2460600.5
20096189," 96189 Pygmalion (1991 NT3)",Pygmalion,3.605,0.3070,1.821,1.262,14.00,287.18,293.18,234.83,0.041,0.4011,2460600.5
20096315," 96315 (1997 AP10)",,,0.6435,1.443,0.514,6.65,293.03,356.29,210.78,,0.5688,2460600.5
20096536," 96536 (1998 SO10)",,,0.7771,2.304,0.513,41.12,199.42,22.67,216.61,,0.2818,2460600.5
20096590," 96590 (1998 XB)",,0.882,0.3512,0.9079,0.589,13.60,75.68,202.70,157.89,0.489,1.139,2460600.5
20096631," 96631 (1999 FP59)",,,0.2592,1.699,1.258,1.77,19.58,303.96,90.56,,0.4452,2460600.5
20096744," 96744 (1999 OW3)",,,0.7794,2.095,0.462,34.79,196.00,35.85,186.52,,0.3251,2460600.5
20097725," 97725 (2000 GB147)",,,0.3087,1.798,1.243,18.19,311.71,212.35,47.37,,0.4087,2460600.5
20098943," 98943 Torifune (2001 CC21)",Torifune,,0.2192,1.032,0.806,4.81,75.45,179.40,124.76,,0.9397,2460600.5
20099248," 99248 (2001 KY66)",,1.115,0.5073,1.867,0.920,10.61,284.11,61.58,359.76,0.429,0.3864,2460600.5
20099799," 99799 (2002 LJ3)",,,0.2757,1.462,1.059,7.56,122.35,249.91,147.33,,0.5576,2460600.5
20099907," 99907 (1989 VA)",,1.4,0.5948,0.7284,0.295,28.80,225.58,2.87,241.61,,1.586,2460600.5
20099935," 99935 (2002 AV4)",,,0.6448,1.654,0.588,12.77,16.33,323.00,351.00,,0.4632,2460600.5
20099942," 99942 Apophis (2004 MN4)",Apophis,0.34,0.1911,0.9224,0.746,3.34,203.90,126.67,227.76,0.35,1.113,2460600.5
20100004,"100004 (1983 VA)",,2.70,0.7026,2.591,0.770,15.70,76.30,13.72,253.30,0.0668,0.2364,2460600.5
20100085,"100085 (1992 UY4)",,,0.6190,2.651,1.010,2.64,305.18,42.24,158.29,,0.2284,2460600.5
20100756,"100756 (1998 FM5)",,1.809,0.5546,2.264,1.009,11.58,176.51,312.06,293.21,0.163,0.2892,2460600.5
20100926,"100926 (1998 MQ)",,1.174,0.4074,1.783,1.057,24.24,221.09,138.81,329.51,0.234,0.414,2460600.5
20101869,"101869 (1999 MM)",,,0.6109,1.624,0.632,4.77,110.92,268.84,52.69,,0.4762,2460600.5
20101873,"101873 (1999 NC5)",,,0.3932,2.03,1.231,45.78,128.78,295.25,179.62,,0.3409,2460600.5
20101955,"101955 Bennu (1999 RQ36)",Bennu,0.482,0.2037,1.126,0.897,6.03,2.06,66.22,101.70,0.044,0.8245,2455562.5
20102873,"102873 (1999 WK11)",,,0.4666,2.133,1.138,7.46,72.59,220.45,73.68,,0.3163,2460600.5
20103067,"103067 (1999 XA143)",,1.282,0.5812,1.844,0.772,38.56,116.52,104.10,289.32,0.246,0.3937,2460600.5
20105140,"105140 (2000 NL10)",,1.946,0.8169,0.9143,0.167,32.54,237.29,281.67,35.84,0.223,1.127,2460600.5
20105141,"105141 (2000 NF11)",,0.352,0.1890,1.421,1.152,14.82,123.70,115.95,162.99,0.431,0.5818,2460600.5
20106538,"106538 (2000 WK63)",,,0.7655,2.419,0.567,10.33,163.38,41.76,72.49,,0.2619,2460600.5
20106589,"106589 (2000 WN107)",,,0.6176,2.146,0.821,14.37,163.36,11.83,153.16,,0.3136,2460600.5
20108519,"108519 (2001 LF)",,1.423,0.2709,1.604,1.169,16.40,267.25,343.88,195.38,0.060,0.4853,2460600.5
20108906,"108906 (2001 PL9)",,,0.3604,1.235,0.790,20.93,172.05,344.02,103.40,,0.7178,2460600.5
20111253,"111253 (2001 XU10)",,3.006,0.4394,1.754,0.983,42.02,310.15,6.97,62.23,0.178,0.4244,2460600.5
